,ID,Demographic,Value,Joining Date
100,838073,Date of Birth,9/14/2011,2023-03-26
101,838073,Account Type,Basic,2023-03-26
102,458285,Ethnicity,Other,2023-03-27
103,458285,Date of Birth,12/20/2018,2023-03-27
104,458285,Account Type,Basic,2023-03-27
105,924472,Ethnicity,White,2023-03-24
106,924472,Date of Birth,6/14/1972,2023-03-24
107,924472,Account Type,Basic,2023-03-24
108,588390,Ethnicity,Black,2023-03-16
109,588390,Date of Birth,3/22/1950,2023-03-16
110,588390,Account Type,Basic,2023-03-16
111,621479,Ethnicity,White,2023-03-22
112,621479,Date of Birth,1/12/1968,2023-03-22
113,621479,Account Type,Basic,2023-03-22
114,791978,Ethnicity,White,2023-03-28
115,791978,Date of Birth,10/18/1985,2023-03-28
116,791978,Account Type,Basic,2023-03-28
117,413196,Ethnicity,White,2023-03-04
118,413196,Date of Birth,10/1/1974,2023-03-04
119,413196,Account Type,Platinum,2023-03-04
120,445531,Ethnicity,Black,2023-03-25
121,445531,Date of Birth,11/1/1963,2023-03-25
122,445531,Account Type,Gold,2023-03-25
123,316875,Ethnicity,Other,2023-03-31
124,316875,Date of Birth,3/7/1992,2023-03-31
125,316875,Account Type,Basic,2023-03-31
126,500741,Ethnicity,Other,2023-03-23
127,500741,Date of Birth,12/26/1955,2023-03-23
128,500741,Account Type,Basic,2023-03-23
129,429752,Ethnicity,Asian,2023-03-02
130,429752,Date of Birth,11/15/1945,2023-03-02
131,429752,Account Type,Platinum,2023-03-02
132,835234,Ethnicity,Other,2023-03-13
133,835234,Date of Birth,6/4/1948,2023-03-13
134,835234,Account Type,Basic,2023-03-13
135,264065,Ethnicity,Other,2023-03-30
136,264065,Date of Birth,12/8/1975,2023-03-30
137,264065,Account Type,Platinum,2023-03-30
138,963921,Ethnicity,Black,2023-03-20
139,963921,Date of Birth,9/8/2011,2023-03-20
140,963921,Account Type,Gold,2023-03-20
141,393185,Ethnicity,Black,2023-03-05
142,393185,Date of Birth,8/11/1967,2023-03-05
143,393185,Account Type,Gold,2023-03-05
144,535509,Ethnicity,Other,2023-03-10
145,535509,Date of Birth,9/11/2019,2023-03-10
146,535509,Account Type,Platinum,2023-03-10
147,178058,Ethnicity,Black,2023-03-29
148,178058,Date of Birth,1/1/1988,2023-03-29
149,178058,Account Type,Gold,2023-03-29
150,167376,Ethnicity,Black,2023-03-26
151,167376,Date of Birth,6/25/2004,2023-03-26
152,167376,Account Type,Basic,2023-03-26
153,528606,Ethnicity,Other,2023-03-13
154,528606,Date of Birth,12/3/2014,2023-03-13
155,528606,Account Type,Basic,2023-03-13
156,676797,Ethnicity,Asian,2023-03-03
157,676797,Date of Birth,11/3/1986,2023-03-03
158,676797,Account Type,Gold,2023-03-03
159,125458,Ethnicity,Other,2023-03-25
160,125458,Date of Birth,6/23/1960,2023-03-25
161,125458,Account Type,Basic,2023-03-25
162,932133,Ethnicity,Black,2023-03-25
163,932133,Date of Birth,9/22/1944,2023-03-25
164,932133,Account Type,Basic,2023-03-25
165,582577,Ethnicity,Black,2023-03-11
166,582577,Date of Birth,1/24/1999,2023-03-11
167,582577,Account Type,Gold,2023-03-11
168,714124,Ethnicity,Other,2023-03-07
169,714124,Date of Birth,12/24/1986,2023-03-07
170,714124,Account Type,Platinum,2023-03-07
171,132163,Ethnicity,White,2023-03-29
172,132163,Date of Birth,8/19/2019,2023-03-29
173,132163,Account Type,Basic,2023-03-29
174,527900,Ethnicity,Black,2023-03-20
175,527900,Date of Birth,10/11/1952,2023-03-20
176,527900,Account Type,Gold,2023-03-20
177,446540,Ethnicity,Other,2023-03-28
178,446540,Date of Birth,7/22/1950,2023-03-28
179,446540,Account Type,Basic,2023-03-28
180,571428,Ethnicity,Black,2023-03-08
181,571428,Date of Birth,6/23/1965,2023-03-08
182,571428,Account Type,Platinum,2023-03-08
183,258885,Ethnicity,Black,2023-03-12
184,258885,Date of Birth,3/16/1943,2023-03-12
185,258885,Account Type,Basic,2023-03-12
186,859391,Ethnicity,Black,2023-03-15
187,859391,Date of Birth,4/11/1999,2023-03-15
188,859391,Account Type,Platinum,2023-03-15
189,606785,Ethnicity,White,2023-03-16
190,606785,Date of Birth,8/11/1968,2023-03-16
191,606785,Account Type,Basic,2023-03-16
192,973103,Ethnicity,Asian,2023-03-19
193,973103,Date of Birth,3/29/1942,2023-03-19
194,973103,Account Type,Platinum,2023-03-19
195,513032,Ethnicity,White,2023-03-26
196,513032,Date of Birth,1/12/1973,2023-03-26
197,513032,Account Type,Basic,2023-03-26
198,499282,Ethnicity,Other,2023-03-18
199,499282,Date of Birth,6/14/2019,2023-03-18
200,499282,Account Type,Platinum,2023-03-18
201,845839,Ethnicity,Black,2023-03-17
202,845839,Date of Birth,5/29/1979,2023-03-17
203,845839,Account Type,Platinum,2023-03-17
204,725355,Ethnicity,Asian,2023-03-19
205,725355,Date of Birth,9/22/1975,2023-03-19
206,725355,Account Type,Gold,2023-03-19
207,667164,Ethnicity,Other,2023-03-31
208,667164,Date of Birth,3/29/1977,2023-03-31
209,667164,Account Type,Gold,2023-03-31
210,618265,Ethnicity,Black,2023-03-03
211,618265,Date of Birth,5/31/1945,2023-03-03
212,618265,Account Type,Basic,2023-03-03
213,731691,Ethnicity,Black,2023-03-16
214,731691,Date of Birth,7/29/1951,2023-03-16
215,731691,Account Type,Platinum,2023-03-16
216,832052,Ethnicity,Black,2023-03-12
217,832052,Date of Birth,8/21/1981,2023-03-12
218,832052,Account Type,Basic,2023-03-12
219,296100,Ethnicity,Other,2023-03-19
220,296100,Date of Birth,10/22/1991,2023-03-19
221,296100,Account Type,Gold,2023-03-19
222,894920,Ethnicity,White,2023-03-25
223,894920,Date of Birth,12/3/1979,2023-03-25
224,894920,Account Type,Platinum,2023-03-25
225,344685,Ethnicity,Asian,2023-03-10
226,344685,Date of Birth,1/6/1990,2023-03-10
227,344685,Account Type,Gold,2023-03-10
228,968654,Ethnicity,White,2023-03-12
229,968654,Date of Birth,1/26/1981,2023-03-12
230,968654,Account Type,Gold,2023-03-12
0,797127,Ethnicity,Black,2023-04-19
1,797127,Date of Birth,6/26/1987,2023-04-19
2,797127,Account Type,Platinum,2023-04-19
3,282672,Ethnicity,Black,2023-04-09
4,282672,Date of Birth,7/20/1991,2023-04-09
5,282672,Account Type,Platinum,2023-04-09
6,339687,Ethnicity,White,2023-04-09
7,339687,Date of Birth,11/29/1946,2023-04-09
8,339687,Account Type,Basic,2023-04-09
9,818135,Ethnicity,Asian,2023-04-03
10,818135,Date of Birth,4/11/1954,2023-04-03
11,818135,Account Type,Gold,2023-04-03
12,192505,Ethnicity,White,2023-04-06
13,192505,Date of Birth,10/15/1966,2023-04-06
14,192505,Account Type,Platinum,2023-04-06
15,669663,Ethnicity,White,2023-04-20
16,669663,Date of Birth,6/2/1994,2023-04-20
17,669663,Account Type,Gold,2023-04-20
18,604416,Ethnicity,Other,2023-04-24
19,604416,Date of Birth,6/29/2004,2023-04-24
20,604416,Account Type,Gold,2023-04-24
21,656794,Ethnicity,Other,2023-04-10
22,656794,Date of Birth,10/21/1951,2023-04-10
23,656794,Account Type,Basic,2023-04-10
24,954550,Ethnicity,Black,2023-04-08
25,954550,Date of Birth,1/23/1953,2023-04-08
26,954550,Account Type,Gold,2023-04-08
27,255005,Ethnicity,White,2023-04-08
28,255005,Date of Birth,1/4/1941,2023-04-08
29,255005,Account Type,Basic,2023-04-08
30,104185,Ethnicity,White,2023-04-25
31,104185,Date of Birth,6/8/1989,2023-04-25
32,104185,Account Type,Basic,2023-04-25
33,637023,Ethnicity,Black,2023-04-03
34,637023,Date of Birth,11/23/1953,2023-04-03
35,637023,Account Type,Platinum,2023-04-03
36,184178,Ethnicity,Asian,2023-04-09
37,184178,Date of Birth,10/29/1958,2023-04-09
38,184178,Account Type,Basic,2023-04-09
39,708191,Ethnicity,White,2023-04-12
40,708191,Date of Birth,6/30/1974,2023-04-12
41,708191,Account Type,Basic,2023-04-12
42,805246,Ethnicity,Asian,2023-04-16
43,805246,Date of Birth,7/20/1971,2023-04-16
44,805246,Account Type,Gold,2023-04-16
45,340059,Ethnicity,White,2023-04-06
46,340059,Date of Birth,1/24/2004,2023-04-06
47,340059,Account Type,Basic,2023-04-06
48,458824,Ethnicity,Asian,2023-04-19
49,458824,Date of Birth,8/3/1967,2023-04-19
50,458824,Account Type,Basic,2023-04-19
51,873760,Ethnicity,White,2023-04-26
52,873760,Date of Birth,12/31/1980,2023-04-26
53,873760,Account Type,Gold,2023-04-26
54,134047,Ethnicity,Black,2023-04-08
55,134047,Date of Birth,4/6/1959,2023-04-08
56,134047,Account Type,Basic,2023-04-08
57,327751,Ethnicity,Asian,2023-04-27
58,327751,Date of Birth,4/26/1984,2023-04-27
59,327751,Account Type,Platinum,2023-04-27
60,302917,Ethnicity,Other,2023-04-24
61,302917,Date of Birth,5/3/1955,2023-04-24
62,302917,Account Type,Gold,2023-04-24
63,824009,Ethnicity,Black,2023-04-27
64,824009,Date of Birth,3/27/1989,2023-04-27
65,824009,Account Type,Platinum,2023-04-27
66,731240,Ethnicity,Other,2023-04-04
67,731240,Date of Birth,5/8/1951,2023-04-04
68,731240,Account Type,Gold,2023-04-04
69,727292,Ethnicity,Black,2023-04-11
70,727292,Date of Birth,1/13/1984,2023-04-11
71,727292,Account Type,Gold,2023-04-11
72,385704,Ethnicity,White,2023-04-24
73,385704,Date of Birth,1/1/1987,2023-04-24
74,385704,Account Type,Basic,2023-04-24
75,367467,Ethnicity,Asian,2023-04-30
76,367467,Date of Birth,1/24/2019,2023-04-30
77,367467,Account Type,Platinum,2023-04-30
78,748215,Ethnicity,Black,2023-04-25
79,748215,Date of Birth,5/1/2013,2023-04-25
80,748215,Account Type,Gold,2023-04-25
81,549509,Ethnicity,White,2023-04-02
82,549509,Date of Birth,4/13/1970,2023-04-02
83,549509,Account Type,Gold,2023-04-02
84,856901,Ethnicity,Other,2023-04-02
85,856901,Date of Birth,10/21/1941,2023-04-02
86,856901,Account Type,Basic,2023-04-02
87,614858,Ethnicity,Other,2023-04-10
88,614858,Date of Birth,3/24/1977,2023-04-10
89,614858,Account Type,Basic,2023-04-10
90,130206,Ethnicity,Asian,2023-04-10
91,130206,Date of Birth,3/19/1972,2023-04-10
92,130206,Account Type,Gold,2023-04-10
93,553320,Ethnicity,Asian,2023-04-13
94,553320,Date of Birth,3/19/1952,2023-04-13
95,553320,Account Type,Gold,2023-04-13
96,285157,Ethnicity,Asian,2023-04-21
97,285157,Date of Birth,1/16/2010,2023-04-21
98,285157,Account Type,Gold,2023-04-21
99,478687,Ethnicity,White,2023-04-05
100,478687,Date of Birth,5/13/1999,2023-04-05
101,478687,Account Type,Platinum,2023-04-05
102,911471,Ethnicity,White,2023-04-05
103,911471,Date of Birth,1/11/2007,2023-04-05
104,911471,Account Type,Basic,2023-04-05
105,402150,Ethnicity,Other,2023-04-19
106,402150,Date of Birth,10/14/1970,2023-04-19
107,402150,Account Type,Platinum,2023-04-19
108,919470,Ethnicity,Other,2023-04-27
109,919470,Date of Birth,10/9/1949,2023-04-27
110,919470,Account Type,Basic,2023-04-27
111,654694,Ethnicity,Other,2023-04-30
112,654694,Date of Birth,8/13/1985,2023-04-30
113,654694,Account Type,Platinum,2023-04-30
114,984067,Ethnicity,Black,2023-04-22
115,984067,Date of Birth,4/9/1958,2023-04-22
116,984067,Account Type,Basic,2023-04-22
117,871141,Ethnicity,Other,2023-04-16
118,871141,Date of Birth,2/24/1944,2023-04-16
119,871141,Account Type,Basic,2023-04-16
120,638662,Ethnicity,Black,2023-04-05
121,638662,Date of Birth,3/4/2008,2023-04-05
122,638662,Account Type,Basic,2023-04-05
123,460507,Ethnicity,White,2023-04-28
124,460507,Date of Birth,10/28/1945,2023-04-28
125,460507,Account Type,Platinum,2023-04-28
126,467374,Ethnicity,Black,2023-04-24
127,467374,Date of Birth,1/3/2006,2023-04-24
128,467374,Account Type,Gold,2023-04-24
129,431328,Ethnicity,Black,2023-04-27
130,431328,Date of Birth,5/30/1970,2023-04-27
131,431328,Account Type,Platinum,2023-04-27
132,166090,Ethnicity,Black,2023-04-01
133,166090,Date of Birth,2/4/2016,2023-04-01
134,166090,Account Type,Platinum,2023-04-01
135,506688,Ethnicity,Asian,2023-04-29
136,506688,Date of Birth,9/29/2015,2023-04-29
137,506688,Account Type,Gold,2023-04-29
138,675627,Ethnicity,Other,2023-04-18
139,675627,Date of Birth,8/17/1968,2023-04-18
140,675627,Account Type,Gold,2023-04-18
141,771144,Ethnicity,Asian,2023-04-08
142,771144,Date of Birth,10/21/1962,2023-04-08
143,771144,Account Type,Basic,2023-04-08
144,991305,Ethnicity,Other,2023-04-16
145,991305,Date of Birth,10/30/1986,2023-04-16
146,991305,Account Type,Platinum,2023-04-16
147,663516,Ethnicity,Other,2023-04-25
148,663516,Date of Birth,11/7/1996,2023-04-25
149,663516,Account Type,Gold,2023-04-25
150,514864,Ethnicity,Other,2023-04-24
151,514864,Date of Birth,2/19/1965,2023-04-24
152,514864,Account Type,Platinum,2023-04-24
153,595739,Ethnicity,White,2023-04-09
154,595739,Date of Birth,6/18/1997,2023-04-09
155,595739,Account Type,Platinum,2023-04-09
156,285940,Ethnicity,Black,2023-04-02
157,285940,Date of Birth,6/3/2017,2023-04-02
158,285940,Account Type,Platinum,2023-04-02
159,982585,Ethnicity,Black,2023-04-11
160,982585,Date of Birth,2/7/2016,2023-04-11
161,982585,Account Type,Gold,2023-04-11
162,101515,Ethnicity,Black,2023-04-14
163,101515,Date of Birth,8/11/1974,2023-04-14
164,101515,Account Type,Gold,2023-04-14
165,908478,Ethnicity,Asian,2023-04-25
166,908478,Date of Birth,10/5/1941,2023-04-25
167,908478,Account Type,Gold,2023-04-25
168,976803,Ethnicity,Black,2023-04-14
169,976803,Date of Birth,7/11/1940,2023-04-14
170,976803,Account Type,Platinum,2023-04-14
171,394262,Ethnicity,Other,2023-04-06
172,394262,Date of Birth,8/29/1961,2023-04-06
173,394262,Account Type,Basic,2023-04-06
174,372488,Ethnicity,Other,2023-04-20
175,372488,Date of Birth,7/13/1974,2023-04-20
176,372488,Account Type,Basic,2023-04-20
177,915339,Ethnicity,White,2023-04-28
178,915339,Date of Birth,5/7/1997,2023-04-28
179,915339,Account Type,Gold,2023-04-28
180,687501,Ethnicity,Black,2023-04-06
181,687501,Date of Birth,8/21/1976,2023-04-06
182,687501,Account Type,Platinum,2023-04-06
183,181477,Ethnicity,Black,2023-04-12
184,181477,Date of Birth,8/22/1984,2023-04-12
185,181477,Account Type,Gold,2023-04-12
186,594866,Ethnicity,White,2023-04-07
187,594866,Date of Birth,8/19/2004,2023-04-07
188,594866,Account Type,Gold,2023-04-07
189,347274,Ethnicity,Black,2023-04-09
190,347274,Date of Birth,6/17/1993,2023-04-09
191,347274,Account Type,Basic,2023-04-09
192,405909,Ethnicity,Asian,2023-04-13
193,405909,Date of Birth,8/27/1979,2023-04-13
194,405909,Account Type,Platinum,2023-04-13
195,284005,Ethnicity,Asian,2023-04-05
196,284005,Date of Birth,7/2/1992,2023-04-05
197,284005,Account Type,Basic,2023-04-05
198,287844,Ethnicity,Other,2023-04-08
199,287844,Date of Birth,2/15/1952,2023-04-08
200,287844,Account Type,Basic,2023-04-08
201,881176,Ethnicity,Other,2023-04-25
202,881176,Date of Birth,1/18/1979,2023-04-25
203,881176,Account Type,Basic,2023-04-25
204,530288,Ethnicity,Black,2023-04-04
205,530288,Date of Birth,8/24/1966,2023-04-04
206,530288,Account Type,Platinum,2023-04-04
207,421873,Ethnicity,Other,2023-04-13
208,421873,Date of Birth,5/8/1969,2023-04-13
209,421873,Account Type,Gold,2023-04-13
210,701255,Ethnicity,White,2023-04-15
211,701255,Date of Birth,3/22/1973,2023-04-15
212,701255,Account Type,Gold,2023-04-15
213,706102,Ethnicity,White,2023-04-15
214,706102,Date of Birth,6/19/1958,2023-04-15
215,706102,Account Type,Platinum,2023-04-15
216,226852,Ethnicity,Black,2023-04-14
217,226852,Date of Birth,2/24/2017,2023-04-14
218,226852,Account Type,Platinum,2023-04-14
219,451214,Ethnicity,White,2023-04-04
220,451214,Date of Birth,4/13/1992,2023-04-04
221,451214,Account Type,Platinum,2023-04-04
222,922365,Ethnicity,Asian,2023-04-13
223,922365,Date of Birth,8/11/2011,2023-04-13
224,922365,Account Type,Basic,2023-04-13
225,656164,Ethnicity,Asian,2023-04-02
226,656164,Date of Birth,7/22/1956,2023-04-02
227,656164,Account Type,Basic,2023-04-02
228,628443,Ethnicity,Other,2023-04-29
229,628443,Date of Birth,6/22/1970,2023-04-29
230,628443,Account Type,Platinum,2023-04-29
231,385445,Ethnicity,Black,2023-04-19
232,385445,Date of Birth,1/29/1957,2023-04-19
233,385445,Account Type,Basic,2023-04-19
234,382490,Ethnicity,Other,2023-04-28
235,382490,Date of Birth,11/6/1997,2023-04-28
236,382490,Account Type,Gold,2023-04-28
237,609432,Ethnicity,Other,2023-04-13
238,609432,Date of Birth,5/28/2009,2023-04-13
239,609432,Account Type,Platinum,2023-04-13
240,984843,Ethnicity,Asian,2023-04-28
241,984843,Date of Birth,9/23/1958,2023-04-28
242,984843,Account Type,Platinum,2023-04-28
243,499108,Ethnicity,White,2023-04-11
244,499108,Date of Birth,11/21/1949,2023-04-11
245,499108,Account Type,Platinum,2023-04-11
246,867196,Ethnicity,Other,2023-04-08
247,867196,Date of Birth,6/18/1953,2023-04-08
248,867196,Account Type,Basic,2023-04-08
249,552566,Ethnicity,White,2023-04-28
250,552566,Date of Birth,2/4/1950,2023-04-28
251,552566,Account Type,Gold,2023-04-28
252,381217,Ethnicity,White,2023-04-28
253,381217,Date of Birth,8/5/1962,2023-04-28
254,381217,Account Type,Basic,2023-04-28
255,779629,Ethnicity,White,2023-04-13
256,779629,Date of Birth,6/30/1993,2023-04-13
257,779629,Account Type,Platinum,2023-04-13
258,484119,Ethnicity,Other,2023-04-08
259,484119,Date of Birth,9/30/1974,2023-04-08
260,484119,Account Type,Gold,2023-04-08
261,189566,Ethnicity,Other,2023-04-14
262,189566,Date of Birth,9/8/1962,2023-04-14
263,189566,Account Type,Basic,2023-04-14
264,589251,Ethnicity,White,2023-04-03
265,589251,Date of Birth,6/1/1943,2023-04-03
266,589251,Account Type,Platinum,2023-04-03
267,934663,Ethnicity,Black,2023-04-27
268,934663,Date of Birth,1/29/1969,2023-04-27
269,934663,Account Type,Basic,2023-04-27
270,528483,Ethnicity,Black,2023-04-26
271,528483,Date of Birth,5/3/2010,2023-04-26
272,528483,Account Type,Platinum,2023-04-26
0,239922,Ethnicity,Asian,2023-05-15
1,239922,Date of Birth,10/31/1989,2023-05-15
2,239922,Account Type,Basic,2023-05-15
3,131879,Ethnicity,Other,2023-05-04
4,131879,Date of Birth,9/2/1952,2023-05-04
5,131879,Account Type,Platinum,2023-05-04
6,828717,Ethnicity,White,2023-05-04
7,828717,Date of Birth,10/8/1978,2023-05-04
8,828717,Account Type,Basic,2023-05-04
9,426552,Ethnicity,White,2023-05-24
10,426552,Date of Birth,9/13/1995,2023-05-24
11,426552,Account Type,Gold,2023-05-24
12,742714,Ethnicity,Black,2023-05-05
13,742714,Date of Birth,4/4/1968,2023-05-05
14,742714,Account Type,Gold,2023-05-05
15,112311,Ethnicity,Other,2023-05-09
16,112311,Date of Birth,8/11/1990,2023-05-09
17,112311,Account Type,Gold,2023-05-09
18,878515,Ethnicity,Other,2023-05-07
19,878515,Date of Birth,7/21/1989,2023-05-07
20,878515,Account Type,Gold,2023-05-07
21,942174,Ethnicity,White,2023-05-10
22,942174,Date of Birth,6/11/1984,2023-05-10
23,942174,Account Type,Gold,2023-05-10
24,319191,Ethnicity,Other,2023-05-07
25,319191,Date of Birth,12/16/2010,2023-05-07
26,319191,Account Type,Platinum,2023-05-07
27,296948,Ethnicity,Black,2023-05-21
28,296948,Date of Birth,12/10/1986,2023-05-21
29,296948,Account Type,Platinum,2023-05-21
30,778767,Ethnicity,White,2023-05-12
31,778767,Date of Birth,6/5/1991,2023-05-12
32,778767,Account Type,Basic,2023-05-12
33,569694,Ethnicity,Black,2023-05-24
34,569694,Date of Birth,11/7/2018,2023-05-24
35,569694,Account Type,Platinum,2023-05-24
36,433632,Ethnicity,White,2023-05-01
37,433632,Date of Birth,9/27/1992,2023-05-01
38,433632,Account Type,Platinum,2023-05-01
39,210741,Ethnicity,White,2023-05-15
40,210741,Date of Birth,1/8/1985,2023-05-15
41,210741,Account Type,Gold,2023-05-15
42,636423,Ethnicity,Asian,2023-05-20
43,636423,Date of Birth,7/4/1983,2023-05-20
44,636423,Account Type,Platinum,2023-05-20
45,979652,Ethnicity,Black,2023-05-15
46,979652,Date of Birth,5/23/1956,2023-05-15
47,979652,Account Type,Platinum,2023-05-15
48,801200,Ethnicity,Black,2023-05-15
49,801200,Date of Birth,1/25/1979,2023-05-15
50,801200,Account Type,Platinum,2023-05-15
51,775261,Ethnicity,White,2023-05-03
52,775261,Date of Birth,2/23/1952,2023-05-03
53,775261,Account Type,Gold,2023-05-03
54,127541,Ethnicity,Asian,2023-05-15
55,127541,Date of Birth,7/13/2016,2023-05-15
56,127541,Account Type,Gold,2023-05-15
57,442783,Ethnicity,Asian,2023-05-15
58,442783,Date of Birth,12/18/2007,2023-05-15
59,442783,Account Type,Gold,2023-05-15
60,610159,Ethnicity,Black,2023-05-09
61,610159,Date of Birth,12/5/2005,2023-05-09
62,610159,Account Type,Gold,2023-05-09
63,280225,Ethnicity,Asian,2023-05-14
64,280225,Date of Birth,8/25/1996,2023-05-14
65,280225,Account Type,Platinum,2023-05-14
66,659716,Ethnicity,Black,2023-05-27
67,659716,Date of Birth,11/9/2008,2023-05-27
68,659716,Account Type,Platinum,2023-05-27
69,500890,Ethnicity,White,2023-05-12
70,500890,Date of Birth,10/15/1958,2023-05-12
71,500890,Account Type,Basic,2023-05-12
72,497082,Ethnicity,Other,2023-05-08
73,497082,Date of Birth,1/3/1969,2023-05-08
74,497082,Account Type,Platinum,2023-05-08
75,397269,Ethnicity,Other,2023-05-03
76,397269,Date of Birth,6/8/2001,2023-05-03
77,397269,Account Type,Platinum,2023-05-03
78,747682,Ethnicity,Black,2023-05-21
79,747682,Date of Birth,12/4/1985,2023-05-21
80,747682,Account Type,Platinum,2023-05-21
81,682562,Ethnicity,Black,2023-05-25
82,682562,Date of Birth,4/16/1984,2023-05-25
83,682562,Account Type,Basic,2023-05-25
84,444025,Ethnicity,Black,2023-05-28
85,444025,Date of Birth,4/8/1997,2023-05-28
86,444025,Account Type,Platinum,2023-05-28
87,597131,Ethnicity,White,2023-05-24
88,597131,Date of Birth,5/17/1954,2023-05-24
89,597131,Account Type,Gold,2023-05-24
90,723823,Ethnicity,White,2023-05-31
91,723823,Date of Birth,5/17/2005,2023-05-31
92,723823,Account Type,Basic,2023-05-31
93,637483,Ethnicity,White,2023-05-31
94,637483,Date of Birth,8/21/2009,2023-05-31
95,637483,Account Type,Basic,2023-05-31
96,139501,Ethnicity,Asian,2023-05-17
97,139501,Date of Birth,1/1/1994,2023-05-17
98,139501,Account Type,Basic,2023-05-17
99,662171,Ethnicity,Black,2023-05-05
100,662171,Date of Birth,10/22/1943,2023-05-05
101,662171,Account Type,Platinum,2023-05-05
102,488942,Ethnicity,Other,2023-05-03
103,488942,Date of Birth,12/2/1958,2023-05-03
104,488942,Account Type,Basic,2023-05-03
105,800314,Ethnicity,Other,2023-05-12
106,800314,Date of Birth,7/20/1963,2023-05-12
107,800314,Account Type,Basic,2023-05-12
108,631634,Ethnicity,Asian,2023-05-29
109,631634,Date of Birth,1/1/1940,2023-05-29
110,631634,Account Type,Basic,2023-05-29
111,773841,Ethnicity,Other,2023-05-19
112,773841,Date of Birth,3/18/1990,2023-05-19
113,773841,Account Type,Platinum,2023-05-19
114,143337,Ethnicity,Other,2023-05-17
115,143337,Date of Birth,6/21/1980,2023-05-17
116,143337,Account Type,Gold,2023-05-17
117,199260,Ethnicity,Other,2023-05-10
118,199260,Date of Birth,1/31/1992,2023-05-10
119,199260,Account Type,Basic,2023-05-10
120,177977,Ethnicity,Asian,2023-05-10
121,177977,Date of Birth,4/2/1957,2023-05-10
122,177977,Account Type,Basic,2023-05-10
123,633141,Ethnicity,White,2023-05-30
124,633141,Date of Birth,5/20/1943,2023-05-30
125,633141,Account Type,Basic,2023-05-30
126,884949,Ethnicity,Asian,2023-05-31
127,884949,Date of Birth,12/3/1943,2023-05-31
128,884949,Account Type,Gold,2023-05-31
129,222860,Ethnicity,Black,2023-05-23
130,222860,Date of Birth,2/11/2012,2023-05-23
131,222860,Account Type,Basic,2023-05-23
132,843274,Ethnicity,Other,2023-05-22
133,843274,Date of Birth,8/11/1941,2023-05-22
134,843274,Account Type,Basic,2023-05-22
135,261620,Ethnicity,Black,2023-05-07
136,261620,Date of Birth,7/30/1990,2023-05-07
137,261620,Account Type,Gold,2023-05-07
138,738405,Ethnicity,Asian,2023-05-02
139,738405,Date of Birth,10/12/1952,2023-05-02
140,738405,Account Type,Basic,2023-05-02
141,209144,Ethnicity,Black,2023-05-02
142,209144,Date of Birth,11/22/1948,2023-05-02
143,209144,Account Type,Basic,2023-05-02
144,549243,Ethnicity,Black,2023-05-01
145,549243,Date of Birth,6/7/1947,2023-05-01
146,549243,Account Type,Gold,2023-05-01
147,189930,Ethnicity,White,2023-05-05
148,189930,Date of Birth,1/9/1983,2023-05-05
149,189930,Account Type,Gold,2023-05-05
150,522270,Ethnicity,Black,2023-05-01
151,522270,Date of Birth,11/21/1940,2023-05-01
152,522270,Account Type,Basic,2023-05-01
153,293145,Ethnicity,Black,2023-05-29
154,293145,Date of Birth,8/7/1989,2023-05-29
155,293145,Account Type,Gold,2023-05-29
156,520059,Ethnicity,Asian,2023-05-02
157,520059,Date of Birth,1/26/1942,2023-05-02
158,520059,Account Type,Gold,2023-05-02
159,219792,Ethnicity,Black,2023-05-12
160,219792,Date of Birth,4/21/2003,2023-05-12
161,219792,Account Type,Gold,2023-05-12
162,509391,Ethnicity,Other,2023-05-27
163,509391,Date of Birth,11/6/1947,2023-05-27
164,509391,Account Type,Platinum,2023-05-27
165,985783,Ethnicity,Asian,2023-05-06
166,985783,Date of Birth,3/28/1951,2023-05-06
167,985783,Account Type,Basic,2023-05-06
168,838883,Ethnicity,White,2023-05-29
169,838883,Date of Birth,12/10/1980,2023-05-29
170,838883,Account Type,Basic,2023-05-29
171,367979,Ethnicity,Black,2023-05-18
172,367979,Date of Birth,9/15/1983,2023-05-18
173,367979,Account Type,Basic,2023-05-18
174,366023,Ethnicity,Asian,2023-05-02
175,366023,Date of Birth,1/1/1986,2023-05-02
176,366023,Account Type,Basic,2023-05-02
177,459470,Ethnicity,Black,2023-05-10
178,459470,Date of Birth,9/13/1987,2023-05-10
179,459470,Account Type,Platinum,2023-05-10
180,875629,Ethnicity,Other,2023-05-20
181,875629,Date of Birth,6/4/1950,2023-05-20
182,875629,Account Type,Basic,2023-05-20
183,514214,Ethnicity,Other,2023-05-09
184,514214,Date of Birth,7/9/1941,2023-05-09
185,514214,Account Type,Platinum,2023-05-09
186,546645,Ethnicity,Asian,2023-05-24
187,546645,Date of Birth,9/6/1971,2023-05-24
188,546645,Account Type,Gold,2023-05-24
189,300208,Ethnicity,White,2023-05-11
190,300208,Date of Birth,4/3/2008,2023-05-11
191,300208,Account Type,Gold,2023-05-11
192,512509,Ethnicity,White,2023-05-22
193,512509,Date of Birth,4/16/1991,2023-05-22
194,512509,Account Type,Gold,2023-05-22
195,930802,Ethnicity,Asian,2023-05-14
196,930802,Date of Birth,2/18/2018,2023-05-14
197,930802,Account Type,Gold,2023-05-14
198,730864,Ethnicity,Other,2023-05-24
199,730864,Date of Birth,4/26/2015,2023-05-24
200,730864,Account Type,Gold,2023-05-24
